# Echo 22 focal plane parameters calculated from model in DESI-4037v6.							
# The plate scale varies with radius, and is different in the							
# meridional (radial) direction vs. the							
# sagittal (tangential/azimuthal) direction.  The table below							
# contains the F/#, Focal Length, and Plate Scale vs. radius for							
# both the meridional and sagittal orientations at that radius.							
							
# Columns:							
# - Radius : radius from center of focal plane [mm]							
# - Theta radial angle that has a centroid at this radius [deg]							
# - MF/# : Meridional F/#							
# - SF/# : Sagittal F/#							
# - MFL  : Meridional focal length [m]							
# - SFL  : Sagittal focal length [m]							
# - MPS  : Meridional plate scale [um/arcsec]							
# - SPS  : Sagittal plate scale [um/arcsec]							
# Radius	Theta	MF/#	SF/#	MFL	SFL	MPS	SPS
232.690099405	0.943715083	3.846858650	3.731790678	14.545493214	14.126076971	70.518481518	68.485095915
233.688632873	0.947647228	3.848311075	3.732251970	14.550816806	14.127812658	70.544291000	68.493510753
234.687533940	0.951579378	3.849770125	3.732715270	14.556164879	14.129555915	70.570219173	68.501962298
235.686804270	0.955511523	3.851235800	3.733180570	14.561537470	14.131306748	70.596266205	68.510450565
236.686445513	0.959443668	3.852708110	3.733647880	14.566934615	14.133065164	70.622432280	68.518975595
237.686459335	0.963375813	3.854187070	3.734117200	14.572356351	14.134831169	70.648717575	68.527537428
238.686847385	0.967307960	3.855672673	3.734588530	14.577802713	14.136604771	70.675122260	68.536136085
239.687611335	0.971240108	3.857164943	3.735061870	14.583273737	14.138385976	70.701646510	68.544771603
240.688752848	0.975172253	3.858663878	3.735537218	14.588769461	14.140174791	70.728290510	68.553444020
241.690273583	0.979104398	3.860169488	3.736014585	14.594289918	14.141971224	70.755054420	68.562153360
242.692175210	0.983036543	3.861681790	3.736493968	14.599835146	14.143775281	70.781938423	68.570899673
243.694459390	0.986968693	3.863200780	3.736975358	14.605405181	14.145586970	70.808942685	68.579682980
244.697127805	0.990900838	3.864726475	3.737458770	14.611000057	14.147406297	70.836067390	68.588503318
245.700182118	0.994832983	3.866258875	3.737944198	14.616619811	14.149233269	70.863312700	68.597360718
246.703624008	0.998765128	3.867798005	3.738431648	14.622264477	14.151067894	70.890678795	68.606255223
247.707455145	1.002697278	3.869343858	3.738921118	14.627934091	14.152910179	70.918165838	68.615186868
248.711677208	1.006629423	3.870896445	3.739412608	14.633628689	14.154760130	70.945774000	68.624155675
249.716291875	1.010561568	3.872455783	3.739906125	14.639348304	14.156617756	70.973503455	68.633161693
250.721300825	1.014493713	3.874021873	3.740401658	14.645092972	14.158483063	71.001354368	68.642204943
251.726705745	1.018425860	3.875594733	3.740899225	14.650862727	14.160356058	71.029326903	68.651285475
252.732508308	1.022358008	3.877174358	3.741398818	14.656657603	14.162236749	71.057421235	68.660403315
253.738710213	1.026290153	3.878760775	3.741900435	14.662477635	14.164125143	71.085637520	68.669558500
254.745313135	1.030222298	3.880353980	3.742404085	14.668322856	14.166021247	71.113975928	68.678751068
255.752318765	1.034154443	3.881953990	3.742909763	14.674193300	14.167925069	71.142436620	68.687981045
256.759728798	1.038086593	3.883560810	3.743417475	14.680089001	14.169836616	71.171019760	68.697248480
257.767544925	1.042018738	3.885174453	3.743927218	14.686009990	14.171755895	71.199725505	68.706553400
258.775768835	1.045950883	3.886794925	3.744438993	14.691956302	14.173682914	71.228554008	68.715895840
259.784402225	1.049883030	3.888422245	3.744952805	14.697927968	14.175617680	71.257505440	68.725275843
260.793446798	1.053815178	3.890056410	3.745468660	14.703925020	14.177560200	71.286579945	68.734693440
261.802904240	1.057747323	3.891697440	3.745986550	14.709947491	14.179510481	71.315777680	68.744148663
262.812776263	1.061679468	3.893345343	3.746506480	14.715995412	14.181468532	71.345098803	68.753641550
263.823064563	1.065611613	3.895000125	3.747028453	14.722068813	14.183434359	71.374543460	68.763172143
264.833770848	1.069543763	3.896661805	3.747552465	14.728167726	14.185407970	71.404111803	68.772740470
265.844896813	1.073475908	3.898330388	3.748078523	14.734292181	14.187389372	71.433803973	68.782346570
266.856444178	1.077408053	3.900005885	3.748606628	14.740442208	14.189378573	71.463620120	68.791990485
267.868414643	1.081340198	3.901688308	3.749136775	14.746617837	14.191375580	71.493560385	68.801672235
268.880809920	1.085272348	3.903377660	3.749668973	14.752819095	14.193380401	71.523624910	68.811391873
269.893631723	1.089204493	3.905073965	3.750203220	14.759046013	14.195393042	71.553813838	68.821149425
270.906881763	1.093136638	3.906777233	3.750739520	14.765298618	14.197413511	71.584127293	68.830944925
271.920561755	1.097068783	3.908487463	3.751277868	14.771576938	14.199441816	71.614565425	68.840778420
272.934673415	1.101000930	3.910204678	3.751818270	14.777881001	14.201477964	71.645128350	68.850649938
273.949218468	1.104933078	3.911928885	3.752360730	14.784210832	14.203521963	71.675816213	68.860559508
274.964198628	1.108865223	3.913660100	3.752905243	14.790566458	14.205573818	71.706629135	68.870507183
275.979615615	1.112797368	3.915398328	3.753451813	14.796947905	14.207633539	71.737567238	68.880492980
276.995471158	1.116729513	3.917143583	3.754000448	14.803355198	14.209701133	71.768630643	68.890516948
278.011766970	1.120661663	3.918895883	3.754551138	14.809788361	14.211776605	71.799819473	68.900579115
279.028504790	1.124593808	3.920655233	3.755103890	14.816247419	14.213859965	71.831133843	68.910679520
280.045686343	1.128525953	3.922421645	3.755658710	14.822732394	14.215951219	71.862573863	68.920818193
281.063313353	1.132458098	3.924195138	3.756215588	14.829243310	14.218050375	71.894139648	68.930995180
282.081387555	1.136390248	3.925975720	3.756774533	14.835780189	14.220157439	71.925831300	68.941210505
283.099910680	1.140322393	3.927763403	3.757335550	14.842343052	14.222272419	71.957648933	68.951464208
284.118884465	1.144254538	3.929558203	3.757898630	14.848931920	14.224395321	71.989592635	68.961756323
285.138310640	1.148186683	3.931360135	3.758463788	14.855546813	14.226526154	72.021662518	68.972086888
286.158190948	1.152118830	3.933169205	3.759031013	14.862187750	14.228664925	72.053858663	68.982455928
287.178527120	1.156050978	3.934985433	3.759600310	14.868854751	14.230811639	72.086181173	68.992863483
288.199320903	1.159983123	3.936808828	3.760171688	14.875547834	14.232966305	72.118630123	69.003309590
289.220574040	1.163915268	3.938639400	3.760745138	14.882267015	14.235128930	72.151205608	69.013794280
290.242288265	1.167847418	3.940477173	3.761320668	14.889012312	14.237299520	72.183907703	69.024317588
291.264465330	1.171779563	3.942322153	3.761898280	14.895783740	14.239478082	72.216736485	69.034879545
292.287106978	1.175711708	3.944174360	3.762477968	14.902581315	14.241664623	72.249692028	69.045480190
293.310214955	1.179643853	3.946033803	3.763059738	14.909405050	14.243859150	72.282774400	69.056119550
294.333791010	1.183576000	3.947900495	3.763643598	14.916254959	14.246061670	72.315983673	69.066797658
295.357836898	1.187508148	3.949774455	3.764229538	14.923131055	14.248272190	72.349319895	69.077514553
296.382375670	1.191440293	3.951655695	3.764817570	14.930033350	14.250490716	72.382783135	69.088270260
297.407366833	1.195372438	3.953544230	3.765407688	14.936961853	14.252717255	72.416373440	69.099064818
298.432833065	1.199304583	3.955440078	3.765999898	14.943916577	14.254951813	72.450090860	69.109898248
299.458776125	1.203236733	3.957343248	3.766594198	14.950897529	14.257194398	72.483935443	69.120770598
300.485197765	1.207168878	3.959253760	3.767190588	14.957904718	14.259445015	72.517907225	69.131681885
301.512099750	1.211101023	3.961171625	3.767789078	14.964938151	14.261703671	72.552006248	69.142632150
302.539483835	1.215033168	3.963096863	3.768389668	14.971997836	14.263970372	72.586232533	69.153621420
303.567351780	1.218965318	3.965029488	3.768992355	14.979083777	14.266245125	72.620586115	69.164649725
304.595705353	1.222897463	3.966969513	3.769597135	14.986195979	14.268527936	72.655067015	69.175717093
305.624546313	1.226829608	3.968916955	3.770204025	14.993334446	14.270818810	72.689675255	69.186823563
306.653876423	1.230761753	3.970871838	3.770813015	15.000499181	14.273117755	72.724410838	69.197969150
307.683697453	1.234693900	3.972834160	3.771424108	15.007690185	14.275424776	72.759273778	69.209153890
308.714011163	1.238626048	3.974803953	3.772037315	15.014907459	14.277739879	72.794264080	69.220377818
309.744819333	1.242558193	3.976781228	3.772652625	15.022151002	14.280063070	72.829381740	69.231640955
310.776123720	1.246490338	3.978766000	3.773270048	15.029420814	14.282394355	72.864626750	69.242943340
311.807926103	1.250422483	3.980758293	3.773889578	15.036716892	14.284733740	72.899999108	69.254284983
312.840228248	1.254354633	3.982758113	3.774511228	15.044039232	14.287081229	72.935498780	69.265665928
313.873031933	1.258286778	3.984765485	3.775134988	15.051387831	14.289436829	72.971125763	69.277086185
314.906338930	1.262218923	3.986780418	3.775760868	15.058762682	14.291800546	73.006880023	69.288545795
315.940151015	1.266151068	3.988802935	3.776388868	15.066163780	14.294172383	73.042761530	69.300044783
316.974469965	1.270083218	3.990833055	3.777018988	15.073591117	14.296552348	73.078770243	69.311583163
318.009297555	1.274015363	3.992870795	3.777651235	15.081044683	14.298940445	73.114906120	69.323160978
319.044635565	1.277947508	3.994916168	3.778285603	15.088524470	14.301336678	73.151169120	69.334778235
320.080528765	1.281879653	3.996969190	3.778922095	15.096030466	14.303741054	73.187559183	69.346434968
321.116892963	1.285811800	3.999029883	3.779560718	15.103562659	14.306153577	73.224076258	69.358131195
322.153823663	1.289743948	4.001098270	3.780201475	15.111121037	14.308574252	73.260720278	69.369866953
323.191220915	1.293676093	4.003174353	3.780844365	15.118705585	14.311003083	73.297491175	69.381642250
324.229137433	1.297608238	4.005258163	3.781489383	15.126316288	14.313440076	73.334388873	69.393457110
325.267574990	1.301540388	4.007349720	3.782136538	15.133953130	14.315885234	73.371413293	69.405311565
326.306535380	1.305472533	4.009449030	3.782785835	15.141616093	14.318338563	73.408564353	69.417205625
327.346020388	1.309404678	4.011556125	3.783437268	15.149305158	14.320800065	73.445841960	69.429139315
328.386031795	1.313336823	4.013671008	3.784090845	15.157020306	14.323269747	73.483246025	69.441112663
329.426571403	1.317268970	4.015793708	3.784746573	15.164761516	14.325747611	73.520776435	69.453125675
330.467640990	1.321201118	4.017924243	3.785404438	15.172528767	14.328233662	73.558433100	69.465178380
331.509242350	1.325133263	4.020062628	3.786064458	15.180322034	14.330727903	73.596215895	69.477270790
332.551377275	1.329065408	4.022208885	3.786726625	15.188141295	14.333230338	73.634124708	69.489402930
333.594047563	1.332997553	4.024363025	3.787390945	15.195986523	14.335740971	73.672159413	69.501574810
334.637255000	1.336929703	4.026525075	3.788057423	15.203857692	14.338259805	73.710319890	69.513786458
335.681001385	1.340861848	4.028695048	3.788726058	15.211754776	14.340786845	73.748605998	69.526037875
336.725288513	1.344793993	4.030872960	3.789396855	15.219677746	14.343322092	73.787017608	69.538329088
337.770118180	1.348726138	4.033058840	3.790069808	15.227626571	14.345865550	73.825554568	69.550660113
338.815492188	1.352658288	4.035252698	3.790744925	15.235601223	14.348417222	73.864216738	69.563030955
339.861412328	1.356590433	4.037454555	3.791422215	15.243601668	14.350977111	73.903003958	69.575441640
340.907880398	1.360522578	4.039664428	3.792101668	15.251627875	14.353545220	73.941916075	69.587892173
341.954898210	1.364454723	4.041882338	3.792783295	15.259679810	14.356121551	73.980952925	69.600382563
343.002467555	1.368386870	4.044108300	3.793467098	15.267757439	14.358706106	74.020114338	69.612912833
344.050590240	1.372319018	4.046342330	3.794153075	15.275860725	14.361298889	74.059400150	69.625482990
345.099268065	1.376251163	4.048584458	3.794841228	15.283989634	14.363899902	74.098810178	69.638093043
346.148502838	1.380183308	4.050834688	3.795531565	15.292144127	14.366509146	74.138344240	69.650743003
347.198296360	1.384115453	4.053093040	3.796224088	15.300324165	14.369126623	74.178002153	69.663432883
348.248650440	1.388047603	4.055359538	3.796918795	15.308529712	14.371752336	74.217783730	69.676162690
349.299566890	1.391979748	4.057634198	3.797615688	15.316760726	14.374386286	74.257688778	69.688932423
350.351047510	1.395911893	4.059917030	3.798314775	15.325017166	14.377028474	74.297717100	69.701742103
351.403094113	1.399844040	4.062208063	3.799016058	15.333298993	14.379678902	74.337868490	69.714591733
352.455708510	1.403776188	4.064507308	3.799719538	15.341606163	14.382337572	74.378142755	69.727481318
353.508892518	1.407708333	4.066814775	3.800425215	15.349938634	14.385004484	74.418539683	69.740410860
354.562647940	1.411640478	4.069130488	3.801133098	15.358296363	14.387679640	74.459059058	69.753380373
355.616976593	1.415572623	4.071454460	3.801843188	15.366679306	14.390363040	74.499700683	69.766389850
356.671880303	1.419504770	4.073786710	3.802555485	15.375087418	14.393054686	74.540464325	69.779439305
357.727360875	1.423436918	4.076127250	3.803269995	15.383520656	14.395754577	74.581349780	69.792528735
358.783420133	1.427369063	4.078476098	3.803986718	15.391978974	14.398462715	74.622356830	69.805658148
359.840059893	1.431301208	4.080833268	3.804705658	15.400462326	14.401179099	74.663485248	69.818827538
360.897281983	1.435233358	4.083198768	3.805426825	15.408970667	14.403903731	74.704734808	69.832036915
361.955290990	1.439165503	4.085572618	3.806150215	15.417503951	14.406636609	74.746105305	69.845286275
363.013692798	1.443097648	4.087954833	3.806875828	15.426062131	14.409377735	74.787596500	69.858575618
364.072688353	1.447029793	4.090345415	3.807603678	15.434645163	14.412127108	74.829208175	69.871904940
365.132261933	1.450961940	4.092744393	3.808333758	15.443252999	14.414884727	74.870940105	69.885274245
366.192426948	1.454894088	4.095151763	3.809066078	15.451885595	14.417650593	74.912792078	69.898683528
367.253185235	1.458826233	4.097567540	3.809800635	15.460542903	14.420424705	74.954763855	69.912132788
368.314538620	1.462758378	4.099991735	3.810537440	15.469224880	14.423207062	74.996855230	69.925622028
369.376488948	1.466690523	4.102424360	3.811276495	15.477931479	14.425997663	75.039065983	69.939151233
370.439038033	1.470622673	4.104865423	3.812017800	15.486662657	14.428796508	75.081395893	69.952720405
371.502187733	1.474554818	4.107314930	3.812761365	15.495418370	14.431603596	75.123844750	69.966329535
372.565939875	1.478486963	4.109772888	3.813507188	15.504198575	14.434418925	75.166412345	69.979978630
373.630296308	1.482419108	4.112239300	3.814255275	15.513003229	14.437242495	75.209098475	69.993667670
374.695258875	1.486351258	4.114714178	3.815005628	15.521832292	14.440074304	75.251902945	70.007396655
375.760829423	1.490283403	4.117197525	3.815758255	15.530685722	14.442914351	75.294825555	70.021165583
376.827009803	1.494215548	4.119689335	3.816513158	15.539563482	14.445762635	75.337866108	70.034974438
377.893801865	1.498147693	4.122189625	3.817270338	15.548465534	14.448619153	75.381024440	70.048823215
378.961207475	1.502079840	4.124698380	3.818029808	15.557391842	14.451483905	75.424300365	70.062711915
380.029228488	1.506011988	4.127215610	3.818791560	15.566342372	14.454356888	75.467693723	70.076640518
381.097866775	1.509944133	4.129741308	3.819555610	15.575317091	14.457238101	75.511204350	70.090609023
382.167124198	1.513876278	4.132275470	3.820321960	15.584315969	14.460127542	75.554832108	70.104617418
383.237002630	1.517808423	4.134818098	3.821090613	15.593338979	14.463025209	75.598576853	70.118665693
384.307503950	1.521740573	4.137369185	3.821861570	15.602386094	14.465931101	75.642438468	70.132753838
385.378630040	1.525672718	4.139928715	3.822634843	15.611457291	14.468845214	75.686416838	70.146881848
386.450382793	1.529604863	4.142496685	3.823410433	15.620552551	14.471767548	75.730511863	70.161049708
387.522764090	1.533537010	4.145073083	3.824188348	15.629671855	14.474698100	75.774723463	70.175257413
388.595775833	1.537469158	4.147657890	3.824968590	15.638815191	14.477636868	75.819051568	70.189504955
389.669419928	1.541401303	4.150251100	3.825751160	15.647982548	14.480583850	75.863496130	70.203792313
390.743698280	1.545333448	4.152852688	3.826536070	15.657173918	14.483539045	75.908057113	70.218119485
391.818822305	1.549265593	4.155462640	3.827323330	15.666389299	14.486502449	75.952734505	70.232486463
392.894375738	1.553197743	4.158080933	3.828112933	15.675628693	14.489474061	75.997528313	70.246893233
393.970568943	1.557129888	4.160707543	3.828904895	15.684892105	14.492453879	76.042438560	70.261339785
395.047403843	1.561062033	4.163342440	3.829699220	15.694179546	14.495441901	76.087465308	70.275826113
396.124882375	1.564994178	4.165985603	3.830495910	15.703491032	14.498438125	76.132608628	70.290352205
397.203006473	1.568926328	4.168636995	3.831294973	15.712826583	14.501442549	76.177868623	70.304918048
398.281778090	1.572858473	4.171296578	3.832096420	15.722186228	14.504455171	76.223245420	70.319523643
399.361199180	1.576790618	4.173964323	3.832900253	15.731569998	14.507475990	76.268739178	70.334168975
400.441371093	1.580722763	4.176640190	3.833706475	15.740977932	14.510505004	76.314350095	70.348854038
401.522120720	1.584654910	4.179324120	3.834515098	15.750410077	14.513542212	76.360078385	70.363578823
402.603406440	1.588587058	4.182016088	3.835326133	15.759866485	14.516587612	76.405924308	70.378343325
403.685497305	1.592519203	4.184716025	3.836139575	15.769347217	14.519641203	76.451888158	70.393147543
404.768212775	1.596451348	4.187423885	3.836955443	15.778852342	14.522702985	76.497970258	70.407991468
405.851543945	1.600383493	4.190139613	3.837773735	15.788381935	14.525772955	76.544170990	70.422875090
406.935417915	1.604315643	4.192863140	3.838594468	15.797936082	14.528851115	76.590490765	70.437798418
408.019887818	1.608247788	4.195594400	3.839417645	15.807514876	14.531937463	76.636930033	70.452761438
409.104212345	1.612179933	4.198333325	3.840243270	15.817118423	14.535031999	76.683489300	70.467764158
410.190136713	1.616112078	4.201079843	3.841071360	15.826746836	14.538134723	76.730169128	70.482806580
411.276727785	1.620044228	4.203833868	3.841901918	15.836400240	14.541245636	76.776970108	70.497888698
412.363421585	1.623976373	4.206595318	3.842734948	15.846078770	14.544364739	76.823892903	70.513010525
413.449660010	1.627908518	4.209364095	3.843570468	15.855782572	14.547492032	76.870938230	70.528172058
414.538178163	1.631840663	4.212140120	3.844408480	15.865511808	14.550627517	76.918106853	70.543373303
415.627270688	1.635772810	4.214923278	3.845248998	15.875266648	14.553771196	76.965399610	70.558614278
416.716061755	1.639704958	4.217713463	3.846092028	15.885047277	14.556923070	77.012817403	70.573894980
417.805593740	1.643637103	4.220510568	3.846937580	15.894853896	14.560083144	77.060361190	70.589215440
418.896743383	1.647569248	4.223314465	3.847785663	15.904686717	14.563251419	77.108032008	70.604575658
419.988569980	1.651501393	4.226125030	3.848636293	15.914545970	14.566427900	77.155830975	70.619975658

