x,y,z,r,s,phi,theta,tri_spin,type,grid_pos,dx_from_flat,dy_from_flat,tri_points_up,geometry
156.058006,317.300099,5.81943,353.600699,353.666504,63.810613,1.897942,,module,front,-0.029043,-0.05905,0,POINT Z (156.0580062237808 317.30009882703257 5.819429994307505)
78.031549,315.360752,4.862373,324.871246,324.921103,76.102114,1.759853,,module,front,-0.011975,-0.048397,0,POINT Z (78.03154937977921 315.36075227789405 4.862373396938335)
78.027732,358.44505,6.29225,366.839448,366.913696,77.719217,1.959893,,module,front,-0.015793,-0.072549,1,POINT Z (78.0277317780503 358.44505016783063 6.292249843088407)
40.705425,293.818203,4.012813,296.624457,296.661528,82.112478,1.621314,,module,front,-0.005087,-0.036721,1,POINT Z (40.70542450602347 293.81820340484893 4.01281341879329)
115.359951,293.812681,4.575074,315.648238,315.69362,68.563492,1.714514,,module,front,-0.016586,-0.042243,1,POINT Z (115.35995133214755 293.81268128514495 4.575073978152042)
156.029908,450.419547,10.972331,476.679243,476.853811,70.893395,2.422943,,module,front,-0.057141,-0.164951,0,POINT Z (156.02990810454082 450.41954722894616 10.972331234891687)
156.018823,493.477153,13.029451,517.55345,517.779774,72.455015,2.566137,,module,front,-0.068226,-0.215795,1,POINT Z (156.0188226452308 493.47715324407847 13.029451246159786)
118.716732,428.895502,9.489392,445.022487,445.162326,74.528103,2.300054,,module,front,-0.037304,-0.134772,1,POINT Z (118.71673179424918 428.89550152576425 9.489391595865587)
193.35128,428.877708,10.67238,470.447453,470.614806,65.732682,2.399527,,module,front,-0.068781,-0.152566,1,POINT Z (193.3512802683309 428.87770786466274 10.672380216765045)
-156.029908,-450.419547,10.972331,476.679243,476.853811,-109.106605,2.422943,,module,front,0.057141,0.164951,1,POINT Z (-156.02990810454088 -450.41954722894616 10.97233123489169)
-118.716732,-428.895502,9.489392,445.022487,445.162326,-105.471897,2.300054,,module,front,0.037304,0.134772,0,POINT Z (-118.71673179424911 -428.89550152576425 9.489391595865587)
-193.35128,-428.877708,10.67238,470.447453,470.614806,-114.267318,2.399527,,module,front,0.068781,0.152566,0,POINT Z (-193.35128026833092 -428.8777078646627 10.672380216765045)
-156.018823,-493.477153,13.029451,517.55345,517.779774,-107.544985,2.566137,,module,front,0.068226,0.215795,0,POINT Z (-156.01882264523084 -493.47715324407835 13.02945124615978)
-78.031549,-315.360752,4.862373,324.871246,324.921103,-103.897886,1.759853,,module,front,0.011975,0.048397,1,POINT Z (-78.0315493797793 -315.360752277894 4.862373396938335)
-40.705425,-293.818203,4.012813,296.624457,296.661528,-97.887522,1.621314,,module,front,0.005087,0.036721,0,POINT Z (-40.70542450602349 -293.81820340484893 4.01281341879329)
-115.359951,-293.812681,4.575074,315.648238,315.69362,-111.436508,1.714514,,module,front,0.016586,0.042243,0,POINT Z (-115.35995133214756 -293.81268128514495 4.575073978152042)
-78.027732,-358.44505,6.29225,366.839448,366.913696,-102.280783,1.959893,,module,front,0.015793,0.072549,0,POINT Z (-78.02773177805034 -358.44505016783063 6.292249843088407)
-156.050139,-360.382359,7.274395,392.717571,392.810459,-113.413224,2.077619,,module,front,0.03691,0.08524,0,POINT Z (-156.05013901121396 -360.38235906081167 7.274394831830918)
-156.058006,-317.300099,5.81943,353.600699,353.666504,-116.189387,1.897942,,module,front,0.029043,0.05905,1,POINT Z (-156.05800622378084 -317.3000988270325 5.819429994307505)
-193.364403,-381.911894,8.738607,428.072992,428.19621,-116.853382,2.230446,,module,front,0.055658,0.10993,1,POINT Z (-193.36440323137404 -381.9118935180703 8.738607253733564)
-118.724759,-381.92764,7.562729,399.955361,400.05399,-107.268206,2.109694,,module,front,0.029278,0.094184,1,POINT Z (-118.724758684658 -381.9276403616309 7.562728874006342)
0.0,-180.226198,1.426073,180.226198,180.233799,-90.0,1.007576,,module,front,0.0,0.007602,1,POINT Z (0.000000000000011 -180.22619751114846 1.4260733935332988)
37.331739,-158.674159,1.1612,163.006588,163.012151,-76.760629,0.913419,,module,front,-0.001274,0.005415,0,POINT Z (37.331738685389006 -158.67415947454884 1.1611999853396697)
-37.331739,-158.674159,1.1612,163.006588,163.012151,-103.239371,0.913419,,module,front,0.001274,0.005415,0,POINT Z (-37.33173868538903 -158.67415947454882 1.161199985339669)
0.0,-223.327333,2.218286,223.327333,223.342249,-90.0,1.239784,,module,front,0.0,0.014916,0,POINT Z (0.0000000000000137 -223.32733341200566 2.218285916243765)
-78.037515,-225.274902,2.540467,238.408547,238.426906,-109.106605,1.319679,,module,front,0.006009,0.017347,0,POINT Z (-78.03751525895741 -225.2749022082429 2.5404665651137592)
-78.039495,-182.174392,1.733409,198.185953,198.196187,-113.189225,1.104981,,module,front,0.00403,0.009407,1,POINT Z (-78.03949473450488 -182.17439248213836 1.7334086968202644)
-115.364614,-246.820965,3.356584,272.451065,272.479223,-115.051481,1.497063,,module,front,0.011923,0.02551,1,POINT Z (-115.36461390130968 -246.82096457651994 3.356583836048341)
-40.707028,-246.825353,2.808122,250.159583,250.18099,-99.365056,1.381382,,module,front,0.003483,0.021122,1,POINT Z (-40.70702833038692 -246.82535253429512 2.8081219133129904)
78.04274,-45.057997,0.349544,90.115993,90.1169,-30.0,0.508378,,module,front,-0.000785,0.000453,1,POINT Z (78.0427395045515 -45.05799666124865 0.3495436683557183)
115.374533,-23.503817,0.599632,117.744266,117.746312,-11.514593,0.662942,,module,front,-0.002004,0.000408,0,POINT Z (115.37453292579993 -23.5038166312627 0.5996322790314635)
40.710402,-23.504161,0.094629,47.008323,47.00845,-30.0,0.26553,,module,front,-0.00011,6.4e-05,0,POINT Z (40.710401711900985 -23.50416138718384 0.0946293658329322)
78.042169,-88.165368,0.599632,117.744266,117.746312,-48.485407,0.662942,,module,front,-0.001356,0.001532,0,POINT Z (78.04216875146464 -88.16536814787554 0.5996322790314635)
0.0,-90.115993,0.349544,90.115993,90.1169,-90.0,0.508378,,module,front,0.0,0.000906,0,POINT Z (0.0000000000000055 -90.1159933224973 0.3495436683557183)
0.0,-47.008323,0.094629,47.008323,47.00845,-90.0,0.26553,,module,front,0.0,0.000127,1,POINT Z (0.0000000000000029 -47.00832277436768 0.0946293658329322)
-37.332364,-111.669185,0.599632,117.744266,117.746312,-108.485407,0.662942,,module,front,0.000649,0.00194,1,POINT Z (-37.332364174335275 -111.66918477913825 0.5996322790314637)
37.332364,-111.669185,0.599632,117.744266,117.746312,-71.514593,0.662942,,module,front,-0.000649,0.00194,1,POINT Z (37.332364174335275 -111.66918477913828 0.5996322790314638)
156.080465,90.113099,1.426073,180.226198,180.233799,30.0,1.007576,,module,front,-0.006583,-0.003801,1,POINT Z (156.08046547212632 90.11309875557423 1.4260733935332988)
193.407144,111.663667,2.218286,223.327333,223.342249,30.0,1.239784,,module,front,-0.012918,-0.007458,0,POINT Z (193.40714409423416 111.66366670600283 2.218285916243765)
118.749984,111.667314,1.1612,163.006588,163.012151,43.239371,0.913419,,module,front,-0.004053,-0.003811,0,POINT Z (118.74998368640802 111.66731380626358 1.1611999853396686)
156.081722,47.006846,1.1612,163.006588,163.012151,16.760629,0.913419,,module,front,-0.005327,-0.001604,0,POINT Z (156.08172237179704 47.00684566828522 1.1611999853396686)
78.04274,45.057997,0.349544,90.115993,90.1169,30.0,0.508378,,module,front,-0.000785,-0.000453,0,POINT Z (78.0427395045515 45.05799666124865 0.3495436683557183)
78.042169,88.165368,0.599632,117.744266,117.746312,48.485407,0.662942,,module,front,-0.001356,-0.001532,1,POINT Z (78.04216875146467 88.16536814787557 0.5996322790314639)
40.710402,23.504161,0.094629,47.008323,47.00845,30.0,0.26553,,module,front,-0.00011,-6.4e-05,1,POINT Z (40.710401711900985 23.50416138718383 0.0946293658329322)
115.374533,23.503817,0.599632,117.744266,117.746312,11.514593,0.662942,,module,front,-0.002004,-0.000408,1,POINT Z (115.37453292579993 23.503816631262684 0.5996322790314635)
234.094648,225.25768,4.862373,324.871246,324.921103,43.897886,1.759853,,module,front,-0.035925,-0.034569,1,POINT Z (234.09464813933783 225.2576801984957 4.862373396938335)
271.408653,246.796523,6.29225,366.839448,366.913696,42.280783,1.959893,,module,front,-0.054933,-0.049951,0,POINT Z (271.40865341710384 246.79652300338523 6.292249843088411)
196.76927,246.810989,4.575074,315.648238,315.69362,51.436508,1.714514,,module,front,-0.02829,-0.035485,0,POINT Z (196.76927028088244 246.81098907554875 4.575073978152042)
234.101316,182.161033,4.012813,296.624457,296.661528,37.887522,1.621314,,module,front,-0.029257,-0.022766,0,POINT Z (234.10131598989094 182.16103339647046 4.012813418793293)
156.075031,180.219922,2.540467,238.408547,238.426906,49.106605,1.319679,,module,front,-0.012018,-0.013878,0,POINT Z (156.07503051791483 180.21992176659435 2.5404665651137597)
156.070919,223.319169,3.356584,272.451065,272.479223,55.051481,1.497063,,module,front,-0.01613,-0.023081,1,POINT Z (156.07091855919046 223.31916862457757 3.356583836048341)
118.747904,158.671381,1.733409,198.185953,198.196187,53.189225,1.104981,,module,front,-0.006132,-0.008193,1,POINT Z (118.74790444127625 158.67138117965234 1.7334086968202644)
193.403511,158.665997,2.808122,250.159583,250.18099,39.365056,1.381382,,module,front,-0.01655,-0.013578,1,POINT Z (193.40351142755586 158.6659969138355 2.8081219133129904)
312.059816,360.335638,10.972331,476.679243,476.853811,49.106605,2.422943,,module,front,-0.114282,-0.131961,1,POINT Z (312.05981620908165 360.3356377831568 10.972331234891682)
349.35434,381.854841,13.029451,517.55345,517.779774,47.544985,2.566137,,module,front,-0.152771,-0.166983,0,POINT Z (349.35433957398294 381.854840501348 13.029451246159786)
274.74335,381.885974,10.67238,470.447453,470.614806,54.267318,2.399527,,module,front,-0.097735,-0.135849,0,POINT Z (274.74334999347354 381.8859744989508 10.672380216765045)
312.076034,317.259456,9.489392,445.022487,445.162326,45.471897,2.300054,,module,front,-0.098064,-0.099693,0,POINT Z (312.07603399305475 317.25945635096565 9.489391595865587)
234.075209,315.334564,7.274395,392.717571,392.810459,53.413224,2.077619,,module,front,-0.055365,-0.074585,0,POINT Z (234.075208516821 315.3345641782102 7.274394831830918)
234.0632,358.414432,8.738607,428.072992,428.19621,56.853382,2.230446,,module,front,-0.067373,-0.103167,1,POINT Z (234.06320017837916 358.4144321450226 8.73860725373355)
196.760943,293.800247,5.81943,353.600699,353.666504,56.189387,1.897942,,module,front,-0.036618,-0.054677,1,POINT Z (196.7609430956327 293.8002472672605 5.8194299943075025)
271.39666,293.782477,7.562729,399.955361,400.05399,47.268206,2.109694,,module,front,-0.066927,-0.072447,1,POINT Z (271.39665961829024 293.78247725990633 7.562728874006339)
0.0,-450.439057,9.735798,450.439057,450.584499,-90.0,2.321758,,module,front,0.0,0.145442,1,POINT Z (0.0000000000000276 -450.43905701915884 9.735798052246349)
37.32213,-428.905208,8.845339,430.525979,430.651518,-85.026809,2.240674,,module,front,-0.010883,0.125066,0,POINT Z (37.322129830849114 -428.9052079812769 8.845338766989775)
-37.32213,-428.905208,8.845339,430.525979,430.651518,-94.973191,2.240674,,module,front,0.010883,0.125066,0,POINT Z (-37.32212983084915 -428.9052079812768 8.845338766989775)
0.0,-493.498,11.800524,493.498,493.692949,-90.0,2.484114,,module,front,0.0,0.194949,0,POINT Z (0.0000000000000302 -493.4979998805025 11.800524362554032)
-78.011613,-495.440287,12.206006,501.544504,501.749663,-98.948276,2.51229,,module,front,0.031911,0.202662,0,POINT Z (-78.0116134992512 -495.4402865908066 12.206005569763981)
-78.017242,-452.3821,10.134317,459.060187,459.214834,-99.784907,2.35574,,module,front,0.026282,0.152398,1,POINT Z (-78.01724207015664 -452.38210041260055 10.134317189828707)
-115.323617,-516.959949,13.666345,529.666995,529.91005,-102.575654,2.60483,,module,front,0.05292,0.237225,1,POINT Z (-115.32361703730072 -516.9599488996598 13.666345310418093)
-40.692644,-516.970172,13.082417,518.569233,518.796937,-94.500684,2.569451,,module,front,0.017868,0.227002,1,POINT Z (-40.69264364112878 -516.970171913378 13.08241708515475)
78.031549,-315.360752,4.862373,324.871246,324.921103,-76.102114,1.759853,,module,front,-0.011975,0.048397,1,POINT Z (78.03154937977921 -315.36075227789405 4.862373396938335)
115.359951,-293.812681,4.575074,315.648238,315.69362,-68.563492,1.714514,,module,front,-0.016586,0.042243,0,POINT Z (115.35995133214755 -293.81268128514495 4.575073978152042)
40.705425,-293.818203,4.012813,296.624457,296.661528,-82.112478,1.621314,,module,front,-0.005087,0.036721,0,POINT Z (40.70542450602347 -293.81820340484893 4.01281341879329)
78.027732,-358.44505,6.29225,366.839448,366.913696,-77.719217,1.959893,,module,front,-0.015793,0.072549,0,POINT Z (78.0277317780503 -358.44505016783063 6.292249843088407)
0.0,-360.397549,6.059669,360.397549,360.467599,-90.0,1.929887,,module,front,0.0,0.07005,0,POINT Z (0.0000000000000221 -360.39754852224735 6.059669114632253)
0.0,-317.312981,4.626218,317.312981,317.359149,-90.0,1.72274,,module,front,0.0,0.046168,1,POINT Z (0.0000000000000194 -317.3129813796553 4.626217999337796)
-37.324638,-381.936129,6.925612,383.755567,383.84167,-95.581497,2.037375,,module,front,0.008375,0.085695,1,POINT Z (-37.324638173140364 -381.9361288566445 6.925612392643619)
37.324638,-381.936129,6.925612,383.755567,383.84167,-84.418503,2.037375,,module,front,-0.008375,0.085695,1,POINT Z (37.32463817314032 -381.9361288566445 6.925612392643619)
156.075031,-180.219922,2.540467,238.408547,238.426906,-49.106605,1.319679,,module,front,-0.012018,0.013878,1,POINT Z (156.07503051791483 -180.21992176659435 2.5404665651137597)
193.403511,-158.665997,2.808122,250.159583,250.18099,-39.365056,1.381382,,module,front,-0.01655,0.013578,0,POINT Z (193.40351142755588 -158.66599691383553 2.8081219133129913)
118.747904,-158.671381,1.733409,198.185953,198.196187,-53.189225,1.104981,,module,front,-0.006132,0.008193,0,POINT Z (118.74790444127622 -158.67138117965237 1.7334086968202644)
156.070919,-223.319169,3.356584,272.451065,272.479223,-55.051481,1.497063,,module,front,-0.01613,0.023081,0,POINT Z (156.07091855919046 -223.31916862457757 3.356583836048341)
78.037515,-225.274902,2.540467,238.408547,238.426906,-70.893395,1.319679,,module,front,-0.006009,0.017347,0,POINT Z (78.03751525895738 -225.2749022082429 2.540466565113758)
78.039495,-182.174392,1.733409,198.185953,198.196187,-66.810775,1.104981,,module,front,-0.00403,0.009407,1,POINT Z (78.03949473450487 -182.1743924821384 1.7334086968202644)
40.707028,-246.825353,2.808122,250.159583,250.18099,-80.634944,1.381382,,module,front,-0.003483,0.021122,1,POINT Z (40.70702833038695 -246.8253525342951 2.8081219133129895)
115.364614,-246.820965,3.356584,272.451065,272.479223,-64.948519,1.497063,,module,front,-0.011923,0.02551,1,POINT Z (115.36461390130971 -246.82096457651994 3.356583836048341)
234.112546,-45.05498,2.540467,238.408547,238.426906,-10.893395,1.319679,,module,front,-0.018028,0.003469,1,POINT Z (234.11254577687225 -45.054980441648596 2.5404665651137597)
271.435532,-23.501796,3.356584,272.451065,272.479223,-4.948519,1.497063,,module,front,-0.028054,0.002429,0,POINT Z (271.4355324605002 -23.501795951942352 3.3565838360483427)
196.787399,-23.503011,1.733409,198.185953,198.196187,-6.810775,1.104981,,module,front,-0.010162,0.001214,0,POINT Z (196.78739917578113 -23.503011302486012 1.7334086968202644)
234.11054,-88.159356,2.808122,250.159583,250.18099,-20.634944,1.381382,,module,front,-0.020034,0.007544,0,POINT Z (234.1105397579428 -88.15935562045966 2.8081219133129904)
156.080465,-90.113099,1.426073,180.226198,180.233799,-30.0,1.007576,,module,front,-0.006583,0.003801,0,POINT Z (156.08046547212632 -90.11309875557423 1.4260733935332988)
156.081722,-47.006846,1.1612,163.006588,163.012151,-16.760629,0.913419,,module,front,-0.005327,0.001604,1,POINT Z (156.08172237179704 -47.00684566828522 1.1611999853396686)
118.749984,-111.667314,1.1612,163.006588,163.012151,-43.239371,0.913419,,module,front,-0.004053,0.003811,1,POINT Z (118.74998368640802 -111.66731380626358 1.1611999853396686)
193.407144,-111.663667,2.218286,223.327333,223.342249,-30.0,1.239784,,module,front,-0.012918,0.007458,1,POINT Z (193.40714409423416 -111.66366670600286 2.218285916243765)
312.126198,90.103072,4.862373,324.871246,324.921103,16.102114,1.759853,,module,front,-0.0479,-0.013828,1,POINT Z (312.1261975191171 90.10307207939827 4.862373396938335)
349.436385,111.648527,6.29225,366.839448,366.913696,17.719217,1.959893,,module,front,-0.070725,-0.022598,0,POINT Z (349.4363851951542 111.64852716444547 6.292249843088411)
274.80674,111.65717,4.012813,296.624457,296.661528,22.112478,1.621314,,module,front,-0.034345,-0.013955,0,POINT Z (274.8067404959144 111.65717000837851 4.012813418793293)
312.129222,47.001692,4.575074,315.648238,315.69362,8.563492,1.714514,,module,front,-0.044876,-0.006758,0,POINT Z (312.12922161303004 47.0016922095962 4.5750739781520435)
234.112546,45.05498,2.540467,238.408547,238.426906,10.893395,1.319679,,module,front,-0.018028,-0.003469,0,POINT Z (234.11254577687225 45.054980441648596 2.5404665651137597)
234.11054,88.159356,2.808122,250.159583,250.18099,20.634944,1.381382,,module,front,-0.020034,-0.007544,1,POINT Z (234.1105397579428 88.15935562045966 2.8081219133129904)
196.787399,23.503011,1.733409,198.185953,198.196187,6.810775,1.104981,,module,front,-0.010162,-0.001214,1,POINT Z (196.78739917578113 23.503011302486 1.7334086968202644)
271.435532,23.501796,3.356584,272.451065,272.479223,4.948519,1.497063,,module,front,-0.028054,-0.002429,1,POINT Z (271.43553246050016 23.50179595194233 3.356583836048341)
390.091666,225.219529,9.735798,450.439057,450.584499,30.0,2.321758,,module,front,-0.125956,-0.072721,1,POINT Z (390.0916662352988 225.2195285095794 9.735798052246349)
427.381805,246.749,11.800524,493.498,493.692949,30.0,2.484114,,module,front,-0.16883,-0.097474,0,POINT Z (427.381804613325 246.7489999402512 11.800524362554032)
352.781741,246.774517,8.845339,430.525979,430.651518,34.973191,2.240674,,module,front,-0.102869,-0.071958,0,POINT Z (352.7817410118094 246.77451654749473 8.845338766989775)
390.103871,182.130691,8.845339,430.525979,430.651518,25.026809,2.240674,,module,front,-0.113752,-0.053108,0,POINT Z (390.10387084265847 182.1306914337821 8.845338766989775)
312.113432,180.198774,6.059669,360.397549,360.467599,30.0,1.929887,,module,front,-0.060665,-0.035025,0,POINT Z (312.11343248190104 180.19877426112367 6.059669114632253)
312.104071,223.292149,6.925612,383.755567,383.84167,35.581497,2.037375,,module,front,-0.070027,-0.0501,1,POINT Z (312.10407112637074 223.29214927332418 6.925612392643619)
274.801103,158.656491,4.626218,317.312981,317.359149,30.0,1.72274,,module,front,-0.039982,-0.023084,1,POINT Z (274.80110282536 158.65649068982762 4.626217999337794)
349.428709,158.64398,6.925612,383.755567,383.84167,24.418503,2.037375,,module,front,-0.078401,-0.035595,1,POINT Z (349.42870929951107 158.64397958332032 6.925612392643619)
390.058067,315.280182,12.206006,501.544504,501.749663,38.948276,2.51229,,module,front,-0.159555,-0.128967,0,POINT Z (390.05806749625566 315.2801823759678 12.206005569763978)
390.03864,358.353156,13.666345,529.666995,529.91005,42.575654,2.60483,,module,front,-0.178982,-0.164442,1,POINT Z (390.03863996756036 358.35315646044023 13.666345310418093)
352.76577,293.755964,10.134317,459.060187,459.214834,39.784907,2.35574,,module,front,-0.11884,-0.09896,1,POINT Z (352.7657701395966 293.7559637722559 10.134317189828707)
427.36298,293.725949,13.082417,518.569233,518.796937,34.500684,2.569451,,module,front,-0.187655,-0.128975,1,POINT Z (427.3629800552293 293.72594909705373 13.082417085154745)
156.029908,-450.419547,10.972331,476.679243,476.853811,-70.893395,2.422943,,module,front,-0.057141,0.164951,1,POINT Z (156.02990810454082 -450.41954722894616 10.972331234891687)
193.35128,-428.877708,10.67238,470.447453,470.614806,-65.732682,2.399527,,module,front,-0.068781,0.152566,0,POINT Z (193.35128026833095 -428.8777078646628 10.67238021676505)
118.716732,-428.895502,9.489392,445.022487,445.162326,-74.528103,2.300054,,module,front,-0.037304,0.134772,0,POINT Z (118.7167317942491 -428.8955015257643 9.489391595865591)
156.018823,-493.477153,13.029451,517.55345,517.779774,-72.455015,2.566137,,module,front,-0.068226,0.215795,0,POINT Z (156.01882264523084 -493.4771532440786 13.029451246159791)
78.011613,-495.440287,12.206006,501.544504,501.749663,-81.051724,2.51229,,module,front,-0.031911,0.202662,0,POINT Z (78.01161349925115 -495.4402865908065 12.206005569763974)
78.017242,-452.3821,10.134317,459.060187,459.214834,-80.215093,2.35574,,module,front,-0.026282,0.152398,1,POINT Z (78.0172420701566 -452.38210041260055 10.134317189828707)
40.692644,-516.970172,13.082417,518.569233,518.796937,-85.499316,2.569451,,module,front,-0.017868,0.227002,1,POINT Z (40.69264364112885 -516.970171913378 13.08241708515475)
115.323617,-516.959949,13.666345,529.666995,529.91005,-77.424346,2.60483,,module,front,-0.05292,0.237225,1,POINT Z (115.32361703730072 -516.9599488996602 13.666345310418109)
234.075209,-315.334564,7.274395,392.717571,392.810459,-53.413224,2.077619,,module,front,-0.055365,0.074585,1,POINT Z (234.075208516821 -315.3345641782102 7.274394831830918)
271.39666,-293.782477,7.562729,399.955361,400.05399,-47.268206,2.109694,,module,front,-0.066927,0.072447,0,POINT Z (271.3966596182903 -293.7824772599064 7.562728874006342)
196.760943,-293.800247,5.81943,353.600699,353.666504,-56.189387,1.897942,,module,front,-0.036618,0.054677,0,POINT Z (196.7609430956327 -293.8002472672605 5.8194299943075025)
234.0632,-358.414432,8.738607,428.072992,428.19621,-56.853382,2.230446,,module,front,-0.067373,0.103167,0,POINT Z (234.06320017837916 -358.4144321450226 8.73860725373355)
156.050139,-360.382359,7.274395,392.717571,392.810459,-66.586776,2.077619,,module,front,-0.03691,0.08524,0,POINT Z (156.05013901121401 -360.38235906081167 7.274394831830918)
156.058006,-317.300099,5.81943,353.600699,353.666504,-63.810613,1.897942,,module,front,-0.029043,0.05905,1,POINT Z (156.0580062237808 -317.30009882703257 5.819429994307505)
118.724759,-381.92764,7.562729,399.955361,400.05399,-72.731794,2.109694,,module,front,-0.029278,0.094184,1,POINT Z (118.72475868465789 -381.92764036163095 7.5627288740063445)
193.364403,-381.911894,8.738607,428.072992,428.19621,-63.146618,2.230446,,module,front,-0.055658,0.10993,1,POINT Z (193.36440323137398 -381.9118935180703 8.738607253733562)
312.113432,-180.198774,6.059669,360.397549,360.467599,-30.0,1.929887,,module,front,-0.060665,0.035025,1,POINT Z (312.11343248190104 -180.19877426112367 6.059669114632253)
349.428709,-158.64398,6.925612,383.755567,383.84167,-24.418503,2.037375,,module,front,-0.078401,0.035595,0,POINT Z (349.42870929951107 -158.64397958332032 6.925612392643619)
274.801103,-158.656491,4.626218,317.312981,317.359149,-30.0,1.72274,,module,front,-0.039982,0.023084,0,POINT Z (274.80110282536 -158.65649068982762 4.626217999337794)
312.104071,-223.292149,6.925612,383.755567,383.84167,-35.581497,2.037375,,module,front,-0.070027,0.0501,0,POINT Z (312.10407112637074 -223.29214927332418 6.925612392643619)
234.094648,-225.25768,4.862373,324.871246,324.921103,-43.897886,1.759853,,module,front,-0.035925,0.034569,0,POINT Z (234.09464813933783 -225.2576801984957 4.862373396938335)
234.101316,-182.161033,4.012813,296.624457,296.661528,-37.887522,1.621314,,module,front,-0.029257,0.022766,1,POINT Z (234.10131598989094 -182.16103339647046 4.012813418793293)
196.76927,-246.810989,4.575074,315.648238,315.69362,-51.436508,1.714514,,module,front,-0.02829,0.035485,1,POINT Z (196.76927028088247 -246.8109890755488 4.5750739781520435)
271.408653,-246.796523,6.29225,366.839448,366.913696,-42.280783,1.959893,,module,front,-0.054933,0.049951,1,POINT Z (271.4086534171038 -246.79652300338523 6.29224984308841)
390.125348,-45.047795,7.274395,392.717571,392.810459,-6.586776,2.077619,,module,front,-0.092275,0.010655,1,POINT Z (390.125347528035 -45.04779488260146 7.274394831830918)
427.427603,-23.497461,8.738607,428.072992,428.19621,-3.146618,2.230446,,module,front,-0.123032,0.006764,0,POINT Z (427.4276034097534 -23.4974613730474 8.738607253733562)
352.818949,-23.499852,5.81943,353.600699,353.666504,-3.810613,1.897942,,module,front,-0.06566,0.004373,0,POINT Z (352.81894931941355 -23.49985155977204 5.819429994307505)
390.121418,-88.145163,7.562729,399.955361,400.05399,-12.731794,2.109694,,module,front,-0.096204,0.021737,0,POINT Z (390.12141830294826 -88.14516310172449 7.5627288740063445)
312.126198,-90.103072,4.862373,324.871246,324.921103,-16.102114,1.759853,,module,front,-0.0479,0.013828,0,POINT Z (312.1261975191171 -90.10307207939827 4.862373396938335)
312.129222,-47.001692,4.575074,315.648238,315.69362,-8.563492,1.714514,,module,front,-0.044876,0.006758,1,POINT Z (312.12922161303004 -47.0016922095962 4.5750739781520435)
274.80674,-111.65717,4.012813,296.624457,296.661528,-22.112478,1.621314,,module,front,-0.034345,0.013955,1,POINT Z (274.8067404959144 -111.65717000837851 4.012813418793293)
349.436385,-111.648527,6.29225,366.839448,366.913696,-17.719217,1.959893,,module,front,-0.070725,0.022598,1,POINT Z (349.4363851951541 -111.64852716444547 6.29224984308841)
468.089724,90.083909,10.972331,476.679243,476.853811,10.893395,2.422943,,module,front,-0.171423,-0.03299,1,POINT Z (468.0897243136224 90.08390944578922 10.97233123489168)
505.373162,111.622313,13.029451,517.55345,517.779774,12.455015,2.566137,,module,front,-0.220997,-0.048812,0,POINT Z (505.3731622192138 111.62231274273051 13.029451246159786)
430.792766,111.636045,9.489392,445.022487,445.162326,14.528103,2.300054,,module,front,-0.135368,-0.035079,0,POINT Z (430.7927657873039 111.63604517479862 9.489391595865591)
468.09463,46.991733,10.67238,470.447453,470.614806,5.732682,2.399527,,module,front,-0.166517,-0.016717,0,POINT Z (468.0946302618045 46.99173336571193 10.672380216765045)
390.125348,45.047795,7.274395,392.717571,392.810459,6.586776,2.077619,,module,front,-0.092275,-0.010655,0,POINT Z (390.125347528035 45.04779488260146 7.274394831830918)
390.121418,88.145163,7.562729,399.955361,400.05399,12.731794,2.109694,,module,front,-0.096204,-0.021737,1,POINT Z (390.12141830294826 88.14516310172449 7.5627288740063445)
352.818949,23.499852,5.81943,353.600699,353.666504,3.810613,1.897942,,module,front,-0.06566,-0.004373,1,POINT Z (352.81894931941355 23.499851559772033 5.819429994307505)
427.427603,23.497461,8.738607,428.072992,428.19621,3.146618,2.230446,,module,front,-0.123032,-0.006764,1,POINT Z (427.42760340975326 23.49746137304738 8.738607253733557)
468.069681,180.160104,12.206006,501.544504,501.749663,21.051724,2.51229,,module,front,-0.191466,-0.073695,0,POINT Z (468.06968099550676 180.16010421483875 12.206005569763974)
468.055624,223.244223,13.082417,518.569233,518.796937,25.499316,2.569451,,module,front,-0.205523,-0.098027,1,POINT Z (468.05562369635817 223.24422281632414 13.08241708515475)
430.783012,158.626137,10.134317,459.060187,459.214834,20.215093,2.35574,,module,front,-0.145122,-0.053438,1,POINT Z (430.78301220975317 158.62613664034464 10.134317189828707)
505.362257,158.606792,13.666345,529.666995,529.91005,17.424346,2.60483,,module,front,-0.231903,-0.072782,1,POINT Z (505.362257004861 158.60679243921967 13.666345310418093)
390.058067,-315.280182,12.206006,501.544504,501.749663,-38.948276,2.51229,,module,front,-0.159555,0.128967,1,POINT Z (390.05806749625566 -315.2801823759678 12.206005569763978)
427.36298,-293.725949,13.082417,518.569233,518.796937,-34.500684,2.569451,,module,front,-0.187655,0.128975,0,POINT Z (427.36298005522946 -293.72594909705373 13.08241708515475)
352.76577,-293.755964,10.134317,459.060187,459.214834,-39.784907,2.35574,,module,front,-0.11884,0.09896,0,POINT Z (352.7657701395966 -293.7559637722559 10.134317189828707)
390.03864,-358.353156,13.666345,529.666995,529.91005,-42.575654,2.60483,,module,front,-0.178982,0.164442,0,POINT Z (390.03863996756036 -358.35315646044023 13.666345310418093)
