# INFILE= spec-qso-z2.4-rmag22.62.dat
# AIRMASS= 1.00000
# MODEL= star
# EXPTIME= 2000
# READNOISE= 3.00000;2.90000;2.90000
#
# Median (S/N)= 0.76783968
# Total (S/N)^2= 7589.5435
#
# Wave    Flux        Invvar      S/N         Counts_obj  Counts_sky  Counts_read  FWHM
# [Ang] [e-17 erg/s/cm^2/Ang] [1/(e-17 erg/s/cm^2/Ang)^2] [] [electrons] [electrons] [electrons] [Ang]
  3550.50  5.2393e-01  0.0000e+00  0.0000e+00  2.2427e+00  6.3138e+01  5.2012e+00   1.740
  3551.00  5.2186e-01  0.0000e+00  0.0000e+00  2.2397e+00  6.3435e+01  5.2008e+00   1.740
  3551.50  5.1859e-01  0.0000e+00  0.0000e+00  2.2316e+00  6.2979e+01  5.2004e+00   1.740
  3552.00  5.1481e-01  0.0000e+00  0.0000e+00  2.2213e+00  6.1204e+01  5.2000e+00   1.740
  3552.50  5.1181e-01  0.0000e+00  0.0000e+00  2.2144e+00  5.9892e+01  5.1996e+00   1.740
  3553.00  5.1022e-01  0.0000e+00  0.0000e+00  2.2135e+00  6.1286e+01  5.1992e+00   1.740
  3553.50  5.0950e-01  0.0000e+00  0.0000e+00  2.2164e+00  6.5163e+01  5.1988e+00   1.740
  3554.00  5.0872e-01  0.0000e+00  0.0000e+00  2.2191e+00  6.9587e+01  5.1984e+00   1.740
  3554.50  5.0752e-01  0.0000e+00  0.0000e+00  2.2199e+00  7.3405e+01  5.1980e+00   1.740
  3555.00  5.0633e-01  0.0000e+00  0.0000e+00  2.2208e+00  7.5403e+01  5.1976e+00   1.740
  3555.50  5.0571e-01  0.0000e+00  0.0000e+00  2.2241e+00  7.4019e+01  5.1972e+00   1.739
  3556.00  5.0573e-01  0.0000e+00  0.0000e+00  2.2303e+00  7.0558e+01  5.1968e+00   1.739
  3556.50  5.0607e-01  0.0000e+00  0.0000e+00  2.2379e+00  6.7950e+01  5.1964e+00   1.739
  3557.00  5.0644e-01  0.0000e+00  0.0000e+00  2.2456e+00  6.5912e+01  5.1960e+00   1.739
  3557.50  5.0671e-01  0.0000e+00  0.0000e+00  2.2528e+00  6.3161e+01  5.1956e+00   1.739
  3558.00  5.0677e-01  0.0000e+00  0.0000e+00  2.2590e+00  6.1963e+01  5.1951e+00   1.739
  3558.50  5.0636e-01  0.0000e+00  0.0000e+00  2.2631e+00  6.4447e+01  5.1947e+00   1.739
  3559.00  5.0525e-01  0.0000e+00  0.0000e+00  2.2641e+00  6.7310e+01  5.1943e+00   1.739
  3559.50  5.0361e-01  0.0000e+00  0.0000e+00  2.2625e+00  6.5410e+01  5.1939e+00   1.739
  3560.00  5.0214e-01  0.0000e+00  0.0000e+00  2.2617e+00  5.8919e+01  5.1935e+00   1.739
  3560.50  5.0154e-01  0.0000e+00  0.0000e+00  2.2647e+00  5.3503e+01  5.1931e+00   1.739
  3561.00  5.0186e-01  0.0000e+00  0.0000e+00  2.2718e+00  5.4059e+01  5.1927e+00   1.739
  3561.50  5.0254e-01  0.0000e+00  0.0000e+00  2.2804e+00  5.9325e+01  5.1923e+00   1.739
  3562.00  5.0310e-01  0.0000e+00  0.0000e+00  2.2885e+00  6.3132e+01  5.1919e+00   1.739
  3562.50  5.0358e-01  0.0000e+00  0.0000e+00  2.2962e+00  6.1621e+01  5.1915e+00   1.739
  3563.00  5.0419e-01  0.0000e+00  0.0000e+00  2.3044e+00  5.7509e+01  5.1911e+00   1.739
  3563.50  5.0488e-01  0.0000e+00  0.0000e+00  2.3131e+00  5.5787e+01  5.1907e+00   1.739
  3564.00  5.0555e-01  0.0000e+00  0.0000e+00  2.3216e+00  5.8158e+01  5.1903e+00   1.739
  3564.50  5.0627e-01  0.0000e+00  0.0000e+00  2.3303e+00  6.2314e+01  5.1899e+00   1.739
  3565.00  5.0708e-01  0.0000e+00  0.0000e+00  2.3395e+00  6.3453e+01  5.1895e+00   1.739
  3565.50  5.0777e-01  0.0000e+00  0.0000e+00  2.3480e+00  5.8279e+01  5.1891e+00   1.739
  3566.00  5.0798e-01  0.0000e+00  0.0000e+00  2.3544e+00  4.9394e+01  5.1887e+00   1.739
  3566.50  5.0743e-01  0.0000e+00  0.0000e+00  2.3573e+00  4.2555e+01  5.1883e+00   1.739
  3567.00  5.0597e-01  0.0000e+00  0.0000e+00  2.3560e+00  4.0434e+01  5.1879e+00   1.739
  3567.50  5.0362e-01  0.0000e+00  0.0000e+00  2.3504e+00  4.1892e+01  5.1875e+00   1.739
  3568.00  5.0077e-01  0.0000e+00  0.0000e+00  2.3426e+00  4.5133e+01  5.1871e+00   1.739
  3568.50  4.9823e-01  0.0000e+00  0.0000e+00  2.3361e+00  4.8777e+01  5.1867e+00   1.739
  3569.00  4.9677e-01  0.0000e+00  0.0000e+00  2.3348e+00  5.1131e+01  5.1863e+00   1.739
  3569.50  4.9651e-01  2.7466e-01  2.6021e-01  2.3392e+00  5.1577e+01  5.1859e+00   1.739
  3570.00  4.9664e-01  2.7640e-01  2.6110e-01  2.3453e+00  5.1451e+01  5.1855e+00   1.739
  3570.50  4.9608e-01  2.8053e-01  2.6275e-01  2.3483e+00  5.0646e+01  5.1851e+00   1.738
  3571.00  4.9457e-01  2.9615e-01  2.6914e-01  2.3468e+00  4.6806e+01  5.1847e+00   1.738
  3571.50  4.9272e-01  3.2611e-01  2.8137e-01  2.3438e+00  4.0166e+01  5.1844e+00   1.738
  3572.00  4.9121e-01  3.5452e-01  2.9247e-01  2.3424e+00  3.4928e+01  5.1840e+00   1.738
  3572.50  4.9018e-01  3.5697e-01  2.9287e-01  2.3433e+00  3.4808e+01  5.1836e+00   1.738
  3573.00  4.8952e-01  3.3527e-01  2.8345e-01  2.3461e+00  3.9295e+01  5.1833e+00   1.738
  3573.50  4.8914e-01  3.1565e-01  2.7481e-01  2.3501e+00  4.3919e+01  5.1829e+00   1.738
  3574.00  4.8875e-01  3.1429e-01  2.7400e-01  2.3541e+00  4.4605e+01  5.1826e+00   1.738
  3574.50  4.8764e-01  3.2597e-01  2.7841e-01  2.3547e+00  4.2322e+01  5.1822e+00   1.738
  3575.00  4.8525e-01  3.3270e-01  2.7989e-01  2.3490e+00  4.1237e+01  5.1818e+00   1.738
  3575.50  4.8169e-01  3.2685e-01  2.7539e-01  2.3377e+00  4.2874e+01  5.1815e+00   1.738
  3576.00  4.7786e-01  3.1849e-01  2.6968e-01  2.3250e+00  4.5156e+01  5.1811e+00   1.738
  3576.50  4.7472e-01  3.1682e-01  2.6721e-01  2.3156e+00  4.5941e+01  5.1808e+00   1.738
  3577.00  4.7279e-01  3.2181e-01  2.6821e-01  2.3120e+00  4.5159e+01  5.1804e+00   1.738
  3577.50  4.7201e-01  3.2708e-01  2.6994e-01  2.3140e+00  4.4335e+01  5.1801e+00   1.738
  3578.00  4.7204e-01  3.2705e-01  2.6995e-01  2.3200e+00  4.4708e+01  5.1797e+00   1.738
  3578.50  4.7265e-01  3.2406e-01  2.6906e-01  2.3288e+00  4.5757e+01  5.1794e+00   1.738
  3579.00  4.7381e-01  3.2338e-01  2.6944e-01  2.3403e+00  4.6280e+01  5.1790e+00   1.738
  3579.50  4.7553e-01  3.2533e-01  2.7123e-01  2.3546e+00  4.6190e+01  5.1787e+00   1.738
  3580.00  4.7764e-01  3.2929e-01  2.7409e-01  2.3709e+00  4.5636e+01  5.1783e+00   1.738
  3580.50  4.7983e-01  3.3922e-01  2.7947e-01  2.3875e+00  4.3786e+01  5.1780e+00   1.737
  3581.00  4.8189e-01  3.5588e-01  2.8748e-01  2.4036e+00  4.0693e+01  5.1776e+00   1.737
  3581.50  4.8366e-01  3.6890e-01  2.9376e-01  2.4182e+00  3.8539e+01  5.1773e+00   1.737
  3582.00  4.8494e-01  3.6767e-01  2.9405e-01  2.4303e+00  3.9080e+01  5.1770e+00   1.737
  3582.50  4.8557e-01  3.5495e-01  2.8929e-01  2.4393e+00  4.1859e+01  5.1766e+00   1.737
  3583.00  4.8579e-01  3.3924e-01  2.8294e-01  2.4461e+00  4.5501e+01  5.1763e+00   1.737
  3583.50  4.8601e-01  3.2706e-01  2.7795e-01  2.4531e+00  4.8647e+01  5.1759e+00   1.737
  3584.00  4.8626e-01  3.2491e-01  2.7717e-01  2.4601e+00  4.9530e+01  5.1756e+00   1.737
  3584.50  4.8604e-01  3.3696e-01  2.8214e-01  2.4647e+00  4.7068e+01  5.1753e+00   1.737
  3585.00  4.8494e-01  3.6056e-01  2.9119e-01  2.4649e+00  4.2411e+01  5.1749e+00   1.737
  3585.50  4.8304e-01  3.8836e-01  3.0102e-01  2.4610e+00  3.7601e+01  5.1746e+00   1.737
  3586.00  4.8077e-01  4.1406e-01  3.0936e-01  2.4552e+00  3.3757e+01  5.1743e+00   1.737
  3586.50  4.7861e-01  4.3390e-01  3.1527e-01  2.4500e+00  3.1170e+01  5.1740e+00   1.737
  3587.00  4.7693e-01  4.4687e-01  3.1882e-01  2.4471e+00  2.9702e+01  5.1736e+00   1.737
  3587.50  4.7593e-01  4.5287e-01  3.2028e-01  2.4478e+00  2.9201e+01  5.1733e+00   1.737
  3588.00  4.7572e-01  4.4973e-01  3.1903e-01  2.4526e+00  2.9889e+01  5.1730e+00   1.737
  3588.50  4.7625e-01  4.3706e-01  3.1485e-01  2.4612e+00  3.1890e+01  5.1727e+00   1.737
  3589.00  4.7730e-01  4.1967e-01  3.0920e-01  2.4726e+00  3.4721e+01  5.1723e+00   1.737
  3589.50  4.7857e-01  4.0392e-01  3.0415e-01  2.4852e+00  3.7528e+01  5.1720e+00   1.737
  3590.00  4.7979e-01  3.9392e-01  3.0113e-01  2.4976e+00  3.9547e+01  5.1717e+00   1.737
  3590.50  4.8078e-01  3.8891e-01  2.9983e-01  2.5089e+00  4.0768e+01  5.1714e+00   1.737
  3591.00  4.8146e-01  3.8377e-01  2.9826e-01  2.5186e+00  4.2050e+01  5.1711e+00   1.736
  3591.50  4.8197e-01  3.7653e-01  2.9575e-01  2.5276e+00  4.3776e+01  5.1708e+00   1.736
  3592.00  4.8258e-01  3.7076e-01  2.9384e-01  2.5371e+00  4.5278e+01  5.1704e+00   1.736
  3592.50  4.8345e-01  3.6885e-01  2.9361e-01  2.5480e+00  4.6030e+01  5.1701e+00   1.736
  3593.00  4.8455e-01  3.7130e-01  2.9526e-01  2.5602e+00  4.5899e+01  5.1698e+00   1.736
  3593.50  4.8573e-01  3.7959e-01  2.9926e-01  2.5728e+00  4.4615e+01  5.1695e+00   1.736
  3594.00  4.8661e-01  3.9193e-01  3.0464e-01  2.5839e+00  4.2635e+01  5.1692e+00   1.736
  3594.50  4.8690e-01  3.9965e-01  3.0781e-01  2.5918e+00  4.1589e+01  5.1689e+00   1.736
  3595.00  4.8675e-01  3.9573e-01  3.0620e-01  2.5974e+00  4.2643e+01  5.1686e+00   1.736
  3595.50  4.8687e-01  3.8355e-01  3.0152e-01  2.6044e+00  4.5289e+01  5.1683e+00   1.736
  3596.00  4.8782e-01  3.7070e-01  2.9701e-01  2.6159e+00  4.8244e+01  5.1680e+00   1.736
  3596.50  4.8938e-01  3.6120e-01  2.9412e-01  2.6305e+00  5.0656e+01  5.1677e+00   1.736
  3597.00  4.9062e-01  3.5416e-01  2.9197e-01  2.6435e+00  5.2624e+01  5.1674e+00   1.736
  3597.50  4.9084e-01  3.4630e-01  2.8885e-01  2.6508e+00  5.4874e+01  5.1671e+00   1.736
  3598.00  4.9022e-01  3.3959e-01  2.8567e-01  2.6536e+00  5.6936e+01  5.1668e+00   1.736
  3598.50  4.8947e-01  3.4208e-01  2.8628e-01  2.6556e+00  5.6698e+01  5.1665e+00   1.736
  3599.00  4.8922e-01  3.5688e-01  2.9226e-01  2.6602e+00  5.3500e+01  5.1662e+00   1.736
  3599.50  4.8960e-01  3.7675e-01  3.0052e-01  2.6681e+00  4.9473e+01  5.1659e+00   1.736
  3600.00  4.9050e-01  3.9383e-01  3.0782e-01  2.6788e+00  4.6371e+01  5.1656e+00   1.736
  3600.50  4.9174e-01  4.0618e-01  3.1340e-01  2.6912e+00  4.4369e+01  5.1653e+00   1.736
  3601.00  4.9291e-01  4.0975e-01  3.1552e-01  2.7032e+00  4.4020e+01  5.1650e+00   1.736
  3601.50  4.9347e-01  4.0382e-01  3.1359e-01  2.7117e+00  4.5392e+01  5.1647e+00   1.735
  3602.00  4.9324e-01  3.9943e-01  3.1173e-01  2.7158e+00  4.6513e+01  5.1645e+00   1.735
  3602.50  4.9262e-01  4.0313e-01  3.1278e-01  2.7177e+00  4.6112e+01  5.1642e+00   1.735
  3603.00  4.9215e-01  4.0755e-01  3.1418e-01  2.7203e+00  4.5583e+01  5.1639e+00   1.735
  3603.50  4.9192e-01  4.0686e-01  3.1377e-01  2.7243e+00  4.5996e+01  5.1636e+00   1.735
  3604.00  4.9179e-01  4.0695e-01  3.1373e-01  2.7288e+00  4.6265e+01  5.1633e+00   1.735
  3604.50  4.9168e-01  4.1140e-01  3.1537e-01  2.7333e+00  4.5728e+01  5.1630e+00   1.735
  3605.00  4.9156e-01  4.1639e-01  3.1719e-01  2.7377e+00  4.5105e+01  5.1628e+00   1.735
  3605.50  4.9141e-01  4.2221e-01  3.1931e-01  2.7421e+00  4.4352e+01  5.1625e+00   1.735
  3606.00  4.9144e-01  4.3156e-01  3.2284e-01  2.7474e+00  4.3024e+01  5.1622e+00   1.735
  3606.50  4.9199e-01  4.3923e-01  3.2607e-01  2.7557e+00  4.2022e+01  5.1619e+00   1.735
  3607.00  4.9320e-01  4.3871e-01  3.2667e-01  2.7677e+00  4.2371e+01  5.1616e+00   1.735
  3607.50  4.9463e-01  4.3344e-01  3.2564e-01  2.7810e+00  4.3513e+01  5.1614e+00   1.735
  3608.00  4.9553e-01  4.3120e-01  3.2539e-01  2.7915e+00  4.4167e+01  5.1611e+00   1.735
  3608.50  4.9538e-01  4.3609e-01  3.2713e-01  2.7961e+00  4.3624e+01  5.1608e+00   1.735
